Gene,Expressed,AC_LRG,AN_LRG,AF_LRG,AC_HRG,AN_HRG,AF_HRG,pVal,FDR
TRPM8,NO,2,340,0.0117647059,4,372,0.0215053763,0.6883050924,-
ANKS6,YES,2,510,0.0117647059,4,558,0.0215053763,0.6886646072,1
CREB3L2,YES,2,510,0.0117647059,4,558,0.0215053763,0.6886646072,1
CTC1,YES,2,510,0.0117647059,4,558,0.0215053763,0.6886646072,1
CDH6,NO,2,510,0.0117647059,4,558,0.0215053763,0.6886646072,-
SRRM3,NO,2,680,0.0117647059,4,744,0.0215053763,0.6888451424,-
REG1A,YES,63,170,0.3705882353,75,186,0.4032258065,0.6890124414,1
FHAD1,NO,162,340,0.9529411765,167,372,0.8978494624,0.6890739092,-
STAT5A,YES,201,510,1.1823529412,231,558,1.2419354839,0.6895365116,1
RAPSN,NO,31,340,0.1823529412,30,372,0.1612903226,0.6897542462,-
MCOLN2,YES,53,340,0.3117647059,63,372,0.3387096774,0.6897838228,1
HIRA,YES,155,340,0.9117647059,179,372,0.9623655914,0.6908177581,1
CARD19,YES,156,340,0.9176470588,180,372,0.9677419355,0.6914989951,1
DLG2,YES,13,850,0.0764705882,12,930,0.064516129,0.6920287997,1
FKBP15,YES,134,170,0.7882352941,158,186,0.8494623656,0.6924927405,1
LANCL2,YES,167,340,0.9823529412,173,372,0.9301075269,0.6926086718,1
GNLY,NO,80,1020,0.4705882353,94,1116,0.5053763441,0.6933095244,-
FCGBP,YES,35,170,0.2058823529,34,186,0.1827956989,0.6939019765,1
FAM109A,YES,84,680,0.4941176471,99,744,0.5322580645,0.6943215221,1
FDFT1,YES,56,340,0.3294117647,67,372,0.3602150538,0.6960331355,1
PPP6C,YES,12,170,0.0705882353,16,186,0.0860215054,0.6963014719,1
KRTAP3-2,NO,12,170,0.0705882353,16,186,0.0860215054,0.6963014719,-
SERPINE1,YES,120,1360,0.7058823529,139,1488,0.747311828,0.6967710124,1
GPATCH11,YES,29,340,0.1705882353,36,372,0.1935483871,0.6976098178,1
EHD3,YES,283,680,1.6647058824,322,744,1.7311827957,0.6976684037,1
WNT2,NO,32,170,0.1882352941,39,186,0.2096774194,0.6981647644,-
CACNA2D4,NO,91,510,0.5352941176,106,558,0.5698924731,0.6985694972,-
MAGEA11,NO,70,170,0.4117647059,83,186,0.4462365591,0.6993319628,-
SELL,NO,58,340,0.3411764706,69,372,0.3709677419,0.7001463675,-
DNTTIP2,YES,71,170,0.4176470588,84,186,0.4516129032,0.7007841674,1
NMT1,YES,71,170,0.4176470588,84,186,0.4516129032,0.7007841674,1
USP22,YES,274,850,1.6117647059,311,928,1.6723936419,0.7027364683,1
MTF2,YES,37,168,0.2202380952,37,186,0.1989247312,0.7030295501,1
SNX17;ZNF513,YES,56,510,0.3294117647,66,558,0.3548387097,0.7033073547,1
AOC1,NO,38,170,0.2235294118,37,186,0.1989247312,0.7034127419,-
NCALD,YES,92,1020,0.5411764706,95,1116,0.5107526882,0.7036262016,1
C14orf180,NO,151,510,0.8882352941,174,558,0.935483871,0.7037386295,-
CLIC2,NO,34,170,0.2,42,186,0.2258064516,0.704525928,-
CFAP20,YES,13,170,0.0764705882,17,186,0.0913978495,0.7057848719,1
USF2,YES,66,340,0.3882352941,67,372,0.3602150538,0.7061954817,1
KRT38,NO,66,340,0.3882352941,67,372,0.3602150538,0.7061954817,-
CSRNP1,YES,116,340,0.6823529412,119,372,0.6397849462,0.7067278889,1
CCDC177,YES,269,1020,1.5823529412,305,1116,1.6397849462,0.7068236189,1
FLYWCH2,YES,203,1020,1.1941176471,213,1116,1.1451612903,0.7075441072,1
DMP1,YES,35,170,0.2058823529,43,186,0.2311827957,0.7076332907,1
MYF5,NO,35,170,0.2058823529,43,186,0.2311827957,0.7076332907,-
MED10,YES,83,170,0.4882352941,84,186,0.4516129032,0.7078342148,1
HJURP,YES,15,340,0.0882352941,14,372,0.0752688172,0.7079753386,1
GOLGA6L6,NO,4,118,0.0338983051,3,136,0.0220588235,0.708726309,-
SLC22A15,NO,15,510,0.0882352941,14,558,0.0752688172,0.7095475028,-
ERP27,NO,135,2586,0.8002238124,141,2846,0.7596341187,0.7109892612,-
ZKSCAN4,YES,64,340,0.3764705882,76,372,0.4086021505,0.7113398988,1
SNRNP40,YES,282,1020,1.6588235294,320,1116,1.7204301075,0.7117732888,1
SLC31A1,YES,196,340,1.1529411765,226,372,1.2150537634,0.7120368625,1
KANK1,YES,33,340,0.1941176471,40,372,0.2150537634,0.7131648366,1
ABHD5,YES,4,170,0.0235294118,3,186,0.0161290323,0.7141781293,1
DNAJC12,YES,4,170,0.0235294118,3,186,0.0161290323,0.7141781293,1
FAM206A,YES,4,170,0.0235294118,3,186,0.0161290323,0.7141781293,1
P2RX4,YES,4,170,0.0235294118,3,186,0.0161290323,0.7141781293,1
SFRP5,NO,4,170,0.0235294118,3,186,0.0161290323,0.7141781293,-
TNFRSF9,NO,4,170,0.0235294118,3,186,0.0161290323,0.7141781293,-
MAN2A1,YES,14,170,0.0823529412,18,186,0.0967741935,0.714431318,1
MAGEC1,NO,14,170,0.0823529412,18,186,0.0967741935,0.714431318,-
TMEM244,NO,42,170,0.2470588235,41,186,0.2204301075,0.7146554372,-
GOLPH3,YES,4,340,0.0235294118,3,372,0.0161290323,0.7150805754,1
KMT2E,YES,4,340,0.0235294118,3,372,0.0161290323,0.7150805754,1
PARP6,YES,4,340,0.0235294118,3,372,0.0161290323,0.7150805754,1
MUC5B,NO,4,340,0.0235294118,3,372,0.0161290323,0.7150805754,-
P2RX7,NO,4,340,0.0235294118,3,372,0.0161290323,0.7150805754,-
JMJD6,YES,4,510,0.0235294118,3,558,0.0161290323,0.7153853978,1
KRIT1,YES,4,510,0.0235294118,3,558,0.0161290323,0.7153853978,1
C11orf24,YES,4,680,0.0235294118,3,744,0.0161290323,0.7155385683,1
PNCK,NO,4,680,0.0235294118,3,744,0.0161290323,0.7155385683,-
TIGAR,YES,72,340,0.4235294118,73,372,0.3924731183,0.7155962143,1
CNR1,NO,4,680,0.0235294118,3,742,0.0161874708,0.7158043258,-
URB2,YES,84,170,0.4941176471,99,186,0.5322580645,0.7159173667,1
TBC1D20,YES,91,170,0.5352941176,92,186,0.4946236559,0.7159541851,1
KRTAP5-9,NO,127,340,0.7470588235,131,372,0.7043010753,0.7163310584,-
PARP2,YES,38,170,0.2235294118,46,186,0.247311828,0.7164377939,1
PRAME,YES,32,850,0.1882352941,39,930,0.2096774194,0.7167988588,1
MARS2,YES,92,170,0.5411764706,93,186,0.5,0.7169079941,1
PAPSS1,YES,43,170,0.2529411765,42,186,0.2258064516,0.717243748,1
KCNG4,NO,16,510,0.0941176471,15,558,0.0806451613,0.7177309108,-
FHL3,YES,330,850,1.9411764706,349,930,1.876344086,0.7181248567,1
PROSER3,NO,115,510,0.6764705882,119,558,0.6397849462,0.7182978037,-
AQP7,NO,17,170,0.1,16,186,0.0860215054,0.7183718302,-
RAB36,YES,428,1020,2.5176470588,454,1116,2.4408602151,0.7184980963,1
STRN,YES,16,680,0.0941176471,15,744,0.0806451613,0.7185790922,1
UPF2,YES,16,680,0.0941176471,15,744,0.0806451613,0.7185790922,1
APOBEC3F,YES,93,170,0.5470588235,95,186,0.5107526882,0.7189324904,1
RMND1,YES,39,170,0.2294117647,47,186,0.252688172,0.7192119118,1
ANKRD54,YES,44,170,0.2588235294,43,186,0.2311827957,0.7197518859,1
TRIM67,NO,68,680,0.4,69,744,0.3709677419,0.7204497698,-
ADAT1,YES,212,1190,1.2470588235,241,1302,1.2956989247,0.7205971042,1
KDM4C,YES,95,170,0.5588235294,97,186,0.5215053763,0.7206329365,1
ZNF705A,YES,95,170,0.5588235294,97,186,0.5215053763,0.7206329365,1
COL25A1,NO,39,340,0.2294117647,39,372,0.2096774194,0.7217141965,-
KRTAP5-5,NO,90,170,0.5294117647,105,186,0.564516129,0.7222264297,-
DENND1A,YES,15,170,0.0882352941,19,186,0.1021505376,0.7223564557,1
INTS14,YES,15,170,0.0882352941,19,186,0.1021505376,0.7223564557,1
PCDHB2,YES,15,170,0.0882352941,19,186,0.1021505376,0.7223564557,1
TTLL5,YES,15,170,0.0882352941,19,186,0.1021505376,0.7223564557,1
PANX2,NO,15,170,0.0882352941,19,186,0.1021505376,0.7223564557,-
CLCC1;GPSM2,YES,136,340,0.8,141,372,0.7580645161,0.7233965699,1
PROCR,YES,99,170,0.5823529412,101,186,0.5430107527,0.7239174513,1
STX8,YES,99,170,0.5823529412,101,186,0.5430107527,0.7239174513,1
ZNF74,YES,99,170,0.5823529412,101,186,0.5430107527,0.7239174513,1
TTBK2,YES,40,340,0.2352941176,40,372,0.2150537634,0.7245012762,1
ESAM,YES,41,170,0.2411764706,49,186,0.2634408602,0.7245384621,1
USP9X,YES,18,170,0.1058823529,17,186,0.0913978495,0.7250153649,1
MFSD2B,YES,17,510,0.1,16,558,0.0860215054,0.7252905628,1
BICRAL,YES,3,170,0.0176470588,5,186,0.0268817204,0.7262511709,1
CLEC10A,YES,3,170,0.0176470588,5,186,0.0268817204,0.7262511709,1
FAM102B,YES,3,170,0.0176470588,5,186,0.0268817204,0.7262511709,1
MSRB2,YES,3,170,0.0176470588,5,186,0.0268817204,0.7262511709,1
PDPN,YES,3,170,0.0176470588,5,186,0.0268817204,0.7262511709,1
PHF24,YES,3,170,0.0176470588,5,186,0.0268817204,0.7262511709,1
PPIP5K2,YES,3,170,0.0176470588,5,186,0.0268817204,0.7262511709,1
PSMD13,YES,3,170,0.0176470588,5,186,0.0268817204,0.7262511709,1
RIPOR3,YES,3,170,0.0176470588,5,186,0.0268817204,0.7262511709,1
WDR70,YES,3,170,0.0176470588,5,186,0.0268817204,0.7262511709,1
LRRC55,NO,3,170,0.0176470588,5,186,0.0268817204,0.7262511709,-
SAG,NO,3,170,0.0176470588,5,186,0.0268817204,0.7262511709,-
SAGE1,NO,3,170,0.0176470588,5,186,0.0268817204,0.7262511709,-
PIK3C2G,NO,190,510,1.1176470588,217,558,1.1666666667,0.726619268,-
NEDD9,YES,134,340,0.7882352941,154,372,0.8279569892,0.7272813104,1
ARHGAP22,YES,96,170,0.5647058824,112,186,0.6021505376,0.7273060372,1
NCR1,YES,3,340,0.0176470588,5,372,0.0268817204,0.7274966568,1
ZKSCAN8,YES,3,340,0.0176470588,5,372,0.0268817204,0.7274966568,1
NOVA2,NO,3,340,0.0176470588,5,372,0.0268817204,0.7274966568,-
CANT1,YES,35,850,0.2058823529,42,930,0.2258064516,0.7276277244,1
PTCH2,YES,3,510,0.0176470588,5,558,0.0268817204,0.7279169026,1
AMFR,YES,3,850,0.0176470588,5,930,0.0268817204,0.7282549508,1
RAD23B,YES,319,510,1.8764705882,337,558,1.811827957,0.7284813732,1
POT1,YES,70,510,0.4117647059,82,558,0.4408602151,0.7288065582,1
MAPRE3,YES,106,170,0.6235294118,108,186,0.5806451613,0.7293158658,1
FAM171B,YES,16,170,0.0941176471,20,186,0.1075268817,0.7296547219,1
NEXN,YES,16,170,0.0941176471,20,186,0.1075268817,0.7296547219,1
RNH1,YES,16,170,0.0941176471,20,186,0.1075268817,0.7296547219,1
ORAI3,NO,16,170,0.0941176471,20,186,0.1075268817,0.7296547219,-
SLC6A18,NO,42,340,0.2470588235,42,372,0.2258064516,0.7298489011,-
JAKMIP3,YES,18,340,0.1058823529,17,372,0.0913978495,0.730431994,1
RTL8B,YES,219,1700,1.2882352941,249,1860,1.3387096774,0.730452562,1
MYADML2,NO,109,170,0.6411764706,111,186,0.5967741935,0.7315027637,-
STXBP5L,NO,264,340,1.5529411765,276,372,1.4838709677,0.7319174818,-
CPNE3,YES,102,170,0.6,119,186,0.6397849462,0.7319575288,1
SIM2,NO,45,170,0.2647058824,53,182,0.2912087912,0.7319768455,-
NEURL2,YES,110,170,0.6470588235,112,186,0.6021505376,0.732215769,1
SHKBP1,YES,78,340,0.4588235294,91,372,0.4892473118,0.7323024713,1
AKR1D1,NO,257,850,1.5117647059,291,930,1.564516129,0.7323121083,-
HACD4,NO,49,170,0.2882352941,49,186,0.2634408602,0.7326095456,-
GIGYF2,YES,143,340,0.8411764706,165,372,0.8870967742,0.7328392171,1
SORBS2,NO,45,170,0.2647058824,54,186,0.2903225806,0.7333025033,-
FAM19A4,YES,112,170,0.6588235294,114,186,0.6129032258,0.7336185626,1
SLC9A9,YES,133,510,0.7823529412,138,558,0.7419354839,0.7336727027,1
CEP72,YES,40,340,0.2352941176,48,372,0.2580645161,0.7347822882,1
COLEC12,YES,80,340,0.4705882353,94,372,0.5053763441,0.7348914447,1
NEO1,YES,80,340,0.4705882353,93,372,0.5,0.7349371784,1
KCNC3,NO,16,340,0.0941176471,20,372,0.1075268817,0.7350194057,-
MEGF6,NO,16,340,0.0941176471,20,372,0.1075268817,0.7350194057,-
HERC2,YES,115,170,0.6764705882,118,186,0.6344086022,0.7361788804,1
CD53,YES,17,170,0.1,21,186,0.1129032258,0.736404097,1
USP46,YES,42,680,0.2470588235,42,744,0.2258064516,0.7364613226,1
TMC5,YES,156,340,0.9176470588,163,372,0.876344086,0.7365499546,1
AVPR1B,NO,19,340,0.1117647059,18,372,0.0967741935,0.7368650294,-
SLC45A3,YES,20,170,0.1176470588,19,186,0.1021505376,0.7369377818,1
PMP2,NO,88,340,0.5176470588,90,372,0.4838709677,0.7373860259,-
SMC1B,YES,159,340,0.9352941176,165,372,0.8870967742,0.7374371245,1
BRPF3,YES,131,510,0.7705882353,150,558,0.8064516129,0.7377361261,1
GPRIN3,NO,123,680,0.7235294118,141,744,0.7580645161,0.7377623792,-
OTOR,NO,16,680,0.0941176471,20,744,0.1075268817,0.7378063861,-
NDFIP1,YES,139,510,0.8176470588,145,558,0.7795698925,0.7385816238,1
SREBF2,YES,40,510,0.2352941176,48,558,0.2580645161,0.7393777483,1
ZNF793,YES,41,4420,0.2411764706,41,4836,0.2204301075,0.7394348581,1
NUDT12,NO,48,170,0.2823529412,57,186,0.3064516129,0.7395627717,-
SPANXN4,NO,48,170,0.2823529412,57,186,0.3064516129,0.7395627717,-
MICAL3,YES,46,340,0.2705882353,46,372,0.247311828,0.7397221904,1
VEZT,YES,42,340,0.2470588235,50,372,0.2688172043,0.7400426358,1
SEC14L2,NO,115,170,0.6764705882,134,186,0.7204301075,0.7408195704,-
JARID2,YES,81,680,0.4764705882,83,744,0.4462365591,0.7414134664,1
MAD2L1BP,YES,49,170,0.2882352941,58,186,0.311827957,0.7415623061,1
PDK2,YES,18,170,0.1058823529,23,186,0.123655914,0.7416933904,1
PRKACA,YES,18,170,0.1058823529,23,186,0.123655914,0.7416933904,1
FABP2,NO,54,170,0.3176470588,54,186,0.2903225806,0.7417848,-
ARMC2,YES,21,170,0.1235294118,20,186,0.1075268817,0.7423135608,1
ARID5A,YES,5,170,0.0294117647,4,186,0.0215053763,0.7424892525,1
C6orf52,YES,5,170,0.0294117647,4,186,0.0215053763,0.7424892525,1
DACT3,NO,5,170,0.0294117647,4,186,0.0215053763,0.7424892525,-
LRRN4CL,NO,5,170,0.0294117647,4,186,0.0215053763,0.7424892525,-
ZNF28,YES,129,154,0.8376623377,150,168,0.8928571429,0.7432071489,1
DYSF,YES,5,340,0.0294117647,4,372,0.0215053763,0.7436910696,1
RNF222,NO,5,340,0.0294117647,4,372,0.0215053763,0.7436910696,-
FAM131A,YES,54,170,0.3176470588,55,186,0.2956989247,0.7440134789,1
PKM,YES,5,510,0.0294117647,4,558,0.0215053763,0.7440970758,1
SLC4A8,YES,88,340,0.5176470588,102,372,0.5483870968,0.7441183036,1
SLC30A2,YES,241,510,1.4176470588,254,558,1.3655913978,0.7442335847,1
BOD1,YES,48,340,0.2823529412,48,372,0.2580645161,0.7442905422,1
SLC6A19,YES,44,338,0.2593837535,52,370,0.2799205236,0.7450142456,1
GNS,YES,55,170,0.3235294118,56,186,0.3010752688,0.7455472653,1
ECE2,YES,123,170,0.7235294118,143,186,0.7688172043,0.7455524267,1
ADGRE1,YES,131,170,0.7705882353,136,186,0.7311827957,0.7467513147,1
TEX51,NA,19,170,0.1117647059,24,186,0.1290322581,0.7470790494,1
SPATA31A6,NO,53,164,0.3231707317,63,180,0.35,0.7475577763,-
RND2,YES,53,170,0.3117647059,63,186,0.3387096774,0.7483817226,1
CMA1,NO,21,340,0.1235294118,20,372,0.1075268817,0.7484884256,-
OBP2B,NO,144,680,0.8470588235,151,744,0.811827957,0.7492293562,-
DROSHA,YES,138,170,0.8117647059,142,186,0.7634408602,0.7492788644,1
REG3G,NO,138,170,0.8117647059,142,186,0.7634408602,0.7492788644,-
TOR1B,YES,42,1176,0.2491647879,50,1286,0.2724417059,0.7501010102,1
PRDM8,NO,50,340,0.2941176471,51,372,0.2741935484,0.750712548,-
C1QL4,NO,18,680,0.1058823529,22,744,0.1182795699,0.7511540395,-
UGDH,YES,544,680,3.2,612,744,3.2903225806,0.7511578079,1
ZNF671,YES,100,340,0.5882352941,104,372,0.5591397849,0.7513188345,1
NEMP2,YES,152,510,0.8941176471,174,558,0.935483871,0.751521017,1
ZFYVE27,YES,136,170,0.8,158,186,0.8494623656,0.752239526,1
UTP20,YES,259,510,1.5235294118,293,558,1.5752688172,0.75313376,1
WFS1,YES,260,510,1.5294117647,295,558,1.5860215054,0.7533048078,1
DAD1,YES,4,170,0.0235294118,6,186,0.0322580645,0.7535485951,1
SLC11A2,YES,4,170,0.0235294118,6,186,0.0322580645,0.7535485951,1
TRIM22,YES,4,170,0.0235294118,6,186,0.0322580645,0.7535485951,1
TSKU,YES,4,170,0.0235294118,6,186,0.0322580645,0.7535485951,1
AGR2,NO,4,170,0.0235294118,6,186,0.0322580645,0.7535485951,-
SETD7,NO,140,170,0.8235294118,162,186,0.8709677419,0.7541113297,-
RPS23,YES,142,1020,0.8352941176,149,1116,0.8010752688,0.7547222561,1
ZMIZ2,YES,90,510,0.5294117647,104,558,0.5591397849,0.7549143958,1
LMOD3,YES,4,340,0.0235294118,6,372,0.0322580645,0.7549514621,1
MYCT1,YES,4,340,0.0235294118,6,372,0.0322580645,0.7549514621,1
G6PC2,NO,4,340,0.0235294118,6,372,0.0322580645,0.7549514621,-
LOX,NO,4,340,0.0235294118,6,372,0.0322580645,0.7549514621,-
CCDC25,YES,142,168,0.8452380952,167,186,0.8978494624,0.7550174194,1
CCDC90B,YES,4,510,0.0235294118,6,558,0.0322580645,0.7554251349,1
INTS1,YES,4,510,0.0235294118,6,558,0.0322580645,0.7554251349,1
EMC3,YES,4,680,0.0235294118,6,744,0.0322580645,0.7556631202,1
YWHAH,YES,49,340,0.2882352941,58,372,0.311827957,0.7557882219,1
AICDA,YES,19,510,0.1117647059,24,558,0.1290322581,0.7558924459,1
SLC36A2,YES,238,680,1.4,270,744,1.4516129032,0.7562537781,1
CYP2C18,YES,58,170,0.3411764706,68,186,0.3655913978,0.7564089091,1
RPL3L,YES,155,680,0.9117647059,163,744,0.876344086,0.756621608,1
TRIM66,NO,21,170,0.1235294118,26,186,0.1397849462,0.7569195366,-
TACC1,YES,97,510,0.5705882353,101,558,0.5430107527,0.7573046663,1
ATP5C1,YES,59,170,0.3470588235,70,186,0.376344086,0.7576223264,1
PSMG1,YES,156,170,0.9176470588,162,186,0.8709677419,0.7577649887,1
PSMD3,YES,59,170,0.3470588235,69,186,0.3709677419,0.7579349876,1
SLCO3A1,YES,59,170,0.3470588235,69,186,0.3709677419,0.7579349876,1
LCN8,NO,20,340,0.1176470588,25,372,0.1344086022,0.7587613525,-
RXRG,NO,94,510,0.5529411765,109,558,0.5860215054,0.7591831069,-
RAB17,YES,47,680,0.2764705882,55,744,0.2956989247,0.7592440514,1
SRXN1,NO,55,340,0.3235294118,56,372,0.3010752688,0.7597595013,-
C17orf53,YES,66,170,0.3882352941,67,186,0.3602150538,0.7605501946,1
BTLA,YES,164,170,0.9647058824,171,186,0.9193548387,0.7611469306,1
PDE6D,YES,52,340,0.3058823529,61,370,0.3314048621,0.7612810853,1
MFAP5,YES,22,170,0.1294117647,27,186,0.1451612903,0.7614306755,1
EHD2,NO,22,170,0.1294117647,27,186,0.1451612903,0.7614306755,-
DYDC2,NO,114,340,0.6705882353,118,372,0.6344086022,0.7622463452,-
HEATR1;LGALS8,YES,113,340,0.6647058824,118,372,0.6344086022,0.7624048511,1
CHD4,YES,6,170,0.0352941176,5,186,0.0268817204,0.7636989369,1
MOSPD3,YES,6,170,0.0352941176,5,186,0.0268817204,0.7636989369,1
FBN2,NO,6,170,0.0352941176,5,186,0.0268817204,0.7636989369,-
GDNF,NO,6,170,0.0352941176,5,186,0.0268817204,0.7636989369,-
GLRA3,NO,6,170,0.0352941176,5,186,0.0268817204,0.7636989369,-
EIPR1,YES,64,170,0.3764705882,75,186,0.4032258065,0.764288052,1
CEP19,YES,26,170,0.1529411765,25,186,0.1344086022,0.7647368348,1
DOCK10,YES,6,340,0.0352941176,5,372,0.0268817204,0.7651572687,1
ESRRG,YES,70,170,0.4117647059,71,186,0.3817204301,0.7652752975,1
TM9SF3,YES,6,510,0.0352941176,5,558,0.0268817204,0.7656502093,1
SOX4,YES,6,680,0.0352941176,5,744,0.0268817204,0.765897978,1
LRRC38,YES,72,170,0.4235294118,73,186,0.3924731183,0.7675133721,1
ZG16B,NO,237,340,1.3941176471,250,372,1.3440860215,0.7688006763,-
MIS18A,YES,56,340,0.3294117647,65,372,0.3494623656,0.7688948037,1
TPP2,YES,68,170,0.4,80,186,0.4301075269,0.7689861445,1
ZNF880,YES,68,170,0.4,80,186,0.4301075269,0.7689861445,1
CSE1L,YES,68,170,0.4,79,186,0.4247311828,0.7693056025,1
TDRP,YES,110,510,0.6470588235,115,558,0.6182795699,0.7694092714,1
IL11,NO,61,340,0.3588235294,62,372,0.3333333333,0.7695123318,-
ATP1A3,NO,105,510,0.6176470588,120,558,0.6451612903,0.7695866133,-
AHRR,YES,178,680,1.0470588235,188,744,1.0107526882,0.7696185825,1
SPRY1,YES,106,510,0.6235294118,122,558,0.6559139785,0.7702561206,1
SPZ1,YES,23,340,0.1352941176,28,372,0.1505376344,0.7725289356,1
GPR160,YES,58,680,0.3411764706,59,744,0.3172043011,0.7728779063,1
HBG1,NA,25,170,0.1470588235,30,186,0.1612903226,0.7735976902,1
FAM91A1,YES,5,170,0.0294117647,7,186,0.0376344086,0.7740126116,1
MS4A2,NO,5,170,0.0294117647,7,186,0.0376344086,0.7740126116,-
LBH,YES,78,170,0.4588235294,80,186,0.4301075269,0.7744086536,1
INSIG2,YES,60,340,0.3529411765,70,372,0.376344086,0.7748654329,1
RPF2,YES,64,340,0.3764705882,66,372,0.3548387097,0.7752126238,1
PNISR,YES,26,340,0.1529411765,26,372,0.1397849462,0.7753653349,1
FGFR2,YES,5,340,0.0294117647,7,372,0.0376344086,0.7755575568,1
KIF26A,YES,5,680,0.0294117647,7,744,0.0376344086,0.776341905,1
HMP19,NO,61,510,0.3588235294,63,558,0.3387096774,0.7764281393,-
NRIP2,NO,29,170,0.1705882353,29,186,0.1559139785,0.7782343615,-
OR6A2,NO,29,170,0.1705882353,29,186,0.1559139785,0.7782343615,-
POU3F1,NO,67,340,0.3941176471,69,372,0.3709677419,0.7790761546,-
TREM1,YES,82,170,0.4823529412,85,186,0.4569892473,0.7791324468,1
CHRND,NO,63,340,0.3705882353,73,372,0.3924731183,0.7792860396,-
MMP17,NO,283,336,1.6845238095,302,372,1.623655914,0.7797867898,-
GFRA2,YES,83,170,0.4882352941,86,186,0.4623655914,0.7799126135,1
ABHD1;PREB,YES,7,170,0.0411764706,6,186,0.0322580645,0.7803448988,1
ECT2,YES,7,170,0.0411764706,6,186,0.0322580645,0.7803448988,1
SLC35B1,YES,7,170,0.0411764706,6,186,0.0322580645,0.7803448988,1
AFP,NO,7,170,0.0411764706,6,186,0.0322580645,0.7803448988,-
C1orf116,NO,7,170,0.0411764706,6,186,0.0322580645,0.7803448988,-
FUT5,NO,136,340,0.8,155,372,0.8333333333,0.7808768585,-
LIN28A,YES,142,340,0.8352941176,149,372,0.8010752688,0.7808773194,1
KIN,YES,127,510,0.7470588235,133,558,0.7150537634,0.7820187885,1
CHST15,YES,7,340,0.0411764706,6,372,0.0322580645,0.782029795,1
PATL2,YES,7,340,0.0411764706,6,372,0.0322580645,0.782029795,1
ZNF726,YES,7,340,0.0411764706,6,372,0.0322580645,0.782029795,1
DHH,NO,7,340,0.0411764706,6,372,0.0322580645,0.782029795,-
POGLUT1,YES,7,510,0.0411764706,6,558,0.0322580645,0.7825997318,1
ZNF44,YES,28,170,0.1647058824,34,186,0.1827956989,0.7832204796,1
NMUR2,NO,28,170,0.1647058824,34,186,0.1827956989,0.7832204796,-
C7orf33,NO,88,170,0.5176470588,91,186,0.4892473118,0.7836728445,-
CNKSR3,YES,31,170,0.1823529412,31,186,0.1666666667,0.7838967339,1
DEGS2,YES,31,170,0.1823529412,31,186,0.1666666667,0.7838967339,1
TBC1D12,YES,31,170,0.1823529412,31,186,0.1666666667,0.7838967339,1
PLRG1,YES,117,680,0.6882352941,133,744,0.7150537634,0.7841428858,1
TM9SF4,YES,91,170,0.5352941176,94,186,0.5053763441,0.7858214584,1
ZNF705D,NO,61,880,0.4024720044,70,946,0.420207526,0.7860784183,-
IGSF21,NO,72,340,0.4235294118,75,372,0.4032258065,0.7865221172,-
EXOC3L4,NO,200,850,1.1764705882,226,930,1.2150537634,0.7872621171,-
STRIP2,YES,239,510,1.4058823529,270,558,1.4516129032,0.7875322733,1
MMP14,YES,73,340,0.4294117647,76,372,0.4086021505,0.7875674856,1
LCN10,NO,27,340,0.1588235294,32,372,0.1720430108,0.787862883,-
GPR143,YES,30,340,0.1764705882,30,372,0.1612903226,0.7885175669,1
ZBTB6,YES,158,340,0.9294117647,166,372,0.8924731183,0.788632248,1
AAK1,YES,289,1530,1.7,308,1674,1.6559139785,0.7889687708,1
MLLT3,YES,33,170,0.1941176471,33,186,0.1774193548,0.7891129279,1
GAS7,YES,161,340,0.9470588235,169,372,0.9086021505,0.7898685762,1
EPS15L1,YES,6,170,0.0352941176,8,186,0.0430107527,0.7900838663,1
SEC31A,YES,6,170,0.0352941176,8,186,0.0430107527,0.7900838663,1
FGL1,NO,6,170,0.0352941176,8,186,0.0430107527,0.7900838663,-
HTR3E,NO,6,170,0.0352941176,8,186,0.0430107527,0.7900838663,-
RGS7BP,NO,28,340,0.1647058824,33,372,0.1774193548,0.7912646704,-
CRK,YES,123,850,0.7235294118,140,930,0.752688172,0.7915282095,1
EPHA8,NO,77,340,0.4529411765,80,372,0.4301075269,0.7916264875,-
TICAM1,YES,31,170,0.1823529412,37,186,0.1989247312,0.7917071572,1
ATP13A4,NO,31,170,0.1823529412,37,186,0.1989247312,0.7917071572,-
KMT2C,YES,6,340,0.0352941176,8,372,0.0430107527,0.7917594205,1
SLAMF7,NO,6,510,0.0352941176,8,558,0.0430107527,0.792325958,-
CAPN11,NO,79,340,0.4647058824,82,372,0.4408602151,0.7935846528,-
ZNF586,YES,102,170,0.6,106,186,0.5698924731,0.7936598402,1
EEPD1,YES,75,340,0.4411764706,87,372,0.4677419355,0.7938180408,1
NEPRO,YES,8,170,0.0470588235,7,186,0.0376344086,0.7938543196,1
ZNF347,YES,35,170,0.2058823529,35,186,0.188172043,0.7939363184,1
CCDC93,YES,32,340,0.1882352941,32,372,0.1720430108,0.794317658,1
SLC12A7,YES,80,340,0.4705882353,83,372,0.4462365591,0.7945464504,1
AMER1,NO,8,326,0.0502262443,7,366,0.0383512545,0.7949823559,-
FAM129A,YES,75,510,0.4411764706,78,558,0.4193548387,0.7955366799,1
BAZ2A,YES,8,340,0.0470588235,7,372,0.0376344086,0.7957435297,1
WTIP,NO,8,340,0.0470588235,7,372,0.0376344086,0.7957435297,-
